SDG	Pub_doi	Pub_title	Pub_concept	SDG_short
SDG09: Industry, Innovation, And Infrastructure	10.18356_a2b40407-en	The Sustainable Development Goals Report 2016 - No poverty	bis Adequate Support	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_a2b40407-en	The Sustainable Development Goals Report 2016 - No poverty	bis Regional Estimate	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_a2b40407-en	The Sustainable Development Goals Report 2016 - No poverty	bis Basic Standard	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_a2b40407-en	The Sustainable Development Goals Report 2016 - No poverty	bis End Poverty	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_a2b40407-en	The Sustainable Development Goals Report 2016 - No poverty	bis Social Protection System	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_a2b40407-en	The Sustainable Development Goals Report 2016 - No poverty	bis Maternity Benefit	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Pro-poor Development	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis World Summit On Sustainable Development	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Make Democracy Work	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis International Developmen T Researc H Centr	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis School Nutrition Programme	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Public Account Committee	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Effective Stat	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Education Minister Meeting	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Pro-poor Policy	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Commonwealth Government	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Community School	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Adult Literacy Class	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Government Development Project	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Cohesive Society	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Commonwealth Human	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Indian Prime Minister	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Severe Obstacle	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Woman's Interest	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Local Public Official	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.14217_9781848598355-6-en	Making Democracy Work for Pro-poor Development - National Measures to Support Development and Democracy	bis Weak Administrative Capacity	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Development Cooperation Report	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Development Co-operation Report	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis End Poverty	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Development Cooperation	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Development Co-operation	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Extreme Income Poverty	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Global Minimum Standard	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Chronic Poverty	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Multilingual Summary	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Reduce Income Poverty	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis International Development Agenda	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Tracking Progress	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Global Goal	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis MDG Goal	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Fragile State	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Address Inequality	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Numerous Proposal	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Headline Indicator	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Poverty Measure	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_dcr-2013-sum-en	Development Co-operation Report 2013: Ending Poverty (Summary in English) - Development Co-operation Report 2013: Ending Poverty (Summary in English)	bis Social Discrimination	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Risk Landscape	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Resilient System	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Disaster Risk Reduction	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Disaster Risk Reduction Management	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Resilience Agenda	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Resilient System Analysis	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Disaster Risk	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Joint Risk Assessment	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Donor Country Strategy	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Extensive Risk	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Comprehensive Risk Analysis	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Resilience Programming	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Building Resilience	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Risk Management Approach	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Disaster Risk Management	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Organisation For Economic Cooperation And Development Country	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Resilience Measure	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis National Disaster Risk Reduction	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Joint Risk	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_5k3ttg4cxcbp-en	Risk and Resilience - Risk and Resilience	bis Business Continuity Planning	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Human Development Report Office Calculation	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Human Development Group	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis High Human Development	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Gross Non - Tional Income	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Human Development Medium	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Low Human Development	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Multidimensional Poverty Index	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Human Development Index	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Human Development Report	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Multidimensional Poverty	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Food Price Volatility	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Inequality-adjusted Human Development Index	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Human Development	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Sea Level Rise	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Ecological Footprint	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Global Threshold	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Precrisis Level	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis High Human Development Index	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Country Low Human Development	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.18356_92210349-en	Human development report 2014 - State of human development	bis Development Group	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Institut National De La Statistique	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Enhanced Structural Adjustment Facility	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis District Primary Education Programme	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis New Economic Policy	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Swedish International Development Co?operation Agency	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Poverty Gap Index	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Public Food Distribution System	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Organisation For Economic Cooperation And Development	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Poverty Reduction Intervention	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Integrate Child Development Service	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Structural Adjustment Facility	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Gross Domestic Product	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis State Domestic Product	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Organisation For Economic Cooperation And Development Development Assistance Committee	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Poverty Reduction Objective	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Development Assistance Committee	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Donor Country Strategy	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Woman In Development	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Poverty Line Income	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264180376-en	Waging the Global War on Poverty - Waging the Global War on Poverty	bis Organisation For Economic Cooperation And Development Development	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Social Safety Net Programme	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Department Of Labour And Employment	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Organisation For Economic Cooperation And Development	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Organisation For Economic Cooperation And Development Country	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Overseas Economic Co-operation Fund	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Safety Net Programme	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Social Safety Net System	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Secondary School Scholarship	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Asian Development Bank	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Asia Pacific Economic Co-operation	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis National Food Authority	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Social Protection Programme	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Subsidise Rice	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Thailand Development Research Institute Foundation	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Directorate For Education , Employment , Labour And Social Affair	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Social Investment Fund	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Economic And Social Commission For Asia And The Pacific	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Social Safety Net	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis Health Card	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264196025-en	Towards Asia 's Sustainable Development - Towards Asia 's Sustainable Development	bis National Economic And Social Development Board	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Organisation For Economic Cooperation And Development	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Mainstream Poverty Reduction	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Poverty Reduction Partnership	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Country-led Poverty Reduction Strategy	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Organisation For Economic Cooperation And Development Country	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Illustrative Checklist	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis National Poverty Reduction Strategy	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis General Agreement On Trade In Service	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Mainstreaming Poverty	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Poverty Reduction Goal	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Poverty Reduction Strategy Paper Process	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Poverty Reduction Objective	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Participatory Poverty Assessment	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Development Co-operation	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Sustainable Livelihood Approach	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Organisation For Economic Cooperation And Development Government	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Sustainable Poverty Reduction	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Poverty Reduction Strategy	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Poverty Reduction Impact	SDG09
SDG09: Industry, Innovation, And Infrastructure	10.1787_9789264194779-en	Poverty Reduction - Poverty Reduction	bis Department For International Development	SDG09
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Food Security OECD	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Fishery Paper	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis OECD Food	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Nominal Rate Of Assistance	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Net Trade Status	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Trade Dimension	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Comprehensive African Agricultural Development Programme	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Security OECD	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Policy Evaluation Model	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Net Food Importer	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis IFPRI Discussion Paper	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis OECD Country Agricultural Policy	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Nominal Protection Coefficient	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Flank Policy	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Domestic Price Volatility	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Low-Income Food-Deficit Country	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Agricultural Trade Policy	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Net Food Exporter	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Food Import Bill	SDG10
SDG10: Reduced Inequalities	10.1787_5js65xn790nv-en	Trade Dimensions of Food Security - Trade Dimensions of Food Security	bis Price Transmission	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Food And Agriculture Organisation Study	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Organisation For Economic Cooperation And Development	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Food And Agriculture Organisation	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Organisation For Economic Cooperation And Development Country	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Long-term Food Supply	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis PLC United Kingdom	SDG10
SDG10: Reduced Inequalities	10.1787_9789264162006-en	The Future of Food - The Future of Food	bis Long-term Policy Issue	SDG10
