SDG	Pub_doi	Pub_title	Pub_concept	SDG_short
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Policy Framework For Investment	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Mining Sector Board Discussion Paper	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Financial Market Policy	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Barcelona City Council	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Union For The Co-ordination Of Transmission Of Electricity	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Home Energy Management System	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Building Energy Management System	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Integrate Energy Management	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Key Policy Strategy	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Local Renewable Energy Production	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Inclusive Energy Management	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Washington Direct Current	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis United Nations Framework Convention On Climate Change	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Department Of Energy And Climate Change	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Urban Energy	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Great East Japan Earthquake	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Solar PV	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis City Council	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Power System Outage Task	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Energy Management	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Renewable Energy Deployment	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Local Renewable Energy	SDG15
SDG15: Life On Land	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	bis Resilient City	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Roadmap Wind Energy	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Levellised Cost Of Energy	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis European Network Of Transmission System Operator For Electricity	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis International Energy Agency	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Wind Power Plant	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Crown Estate	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Carbon Capture And Storage	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Offshore Wind	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Agency For The Co-operation Of Energy Regulator	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis European Wind Energy Association	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Wind Power	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Organisation For Economic Cooperation And Development	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Land-based Wind	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Technology Roadmap	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Wind Turbine	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Electric Reliability Council Of Texas	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Offshore Wind Power Plant	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Federal Energy Regulatory Commission	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Wind Energy	SDG15
SDG15: Life On Land	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	bis Offshore Turbine	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Solar PV	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Renewable Heat	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Renewable Energy Outlook	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Concentrate Solar Power	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Carbon Capture And Storage	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Combine Heat And Power	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Power Capacity Addition	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Solar PV Capacity	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Renewables-based Power	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Solid Biomass	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Renewables-based Electricity	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Current Policy Scenario	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Heat Demand	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Renewables-based Power Generation	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Policy Scenario	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis World Energy Outlook	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Variable Renewable	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Renewables-based Capacity	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Wind Solar PV	SDG15
SDG15: Life On Land	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	bis Outlook Period	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Organisation For Economic Cooperation And Development	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Efficiency Chapter	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis American Council For Energy Efficient Economy	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Department Of Energy And Climate Change	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Efficient World Scenario	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Multiple Benefit	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Energy Efficiency Intervention	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Energy Efficiency Policy	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Energy Efficiency Measure	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis California Public Utility Commission	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Multi - Criterion Decision Analysis	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis International Energy Agency	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Sustainable Energy Authority Of Ireland	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Energy Demand Reduction	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Rebound Effect	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Non-energy Benefit	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Canadian Environmental Law Association	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Energy Efficiency	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Macroeconomic Rebound Effect	SDG15
SDG15: Life On Land	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	bis Regulatory Assistance Project	SDG15
SDG15: Life On Land	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	bis Coal India Limited	SDG15
SDG15: Life On Land	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	bis Ministry Of New And Renewable Energy	SDG15
SDG15: Life On Land	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	bis Jawaharlal Nehru National Solar Mission	SDG15
SDG15: Life On Land	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	bis Central Electricity Regulatory Commission	SDG15
SDG15: Life On Land	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	bis New Policy Scenario	SDG15
SDG15: Life On Land	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	bis Oil And Natural Gas Corporation	SDG15
SDG15: Life On Land	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	bis New Exploration License Policy	SDG15
SDG15: Life On Land	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	bis National Thermal Power Corporation	SDG15
